District,Crop_Production_Rate_Yearly,Crop_Production_Rate_Monthly,Crop_Production_Rate_Weekly,Major_Crops,Avg_Rainfall_mm,Soil_Type,Irrigation_Source,Fertilizer_Usage_kg_per_ha,Avg_Temperature_C,Mandi_Price_Rupees_per_kg,Water_Requirement_L_per_ha,Pest_Incidence,Farmer_Count,pH_Level,Phosphorus_kg_per_ha,Potassium_kg_per_ha,Nitrogen_kg_per_ha,Profit_Share_Percentage,Organic_Matter_Percentage,Sand_Percentage,Silt_Percentage,Clay_Percentage,Electrical_Conductivity_dS_per_m,Cation_Exchange_Capacity_meq_per_100g,Zinc_ppm,Iron_ppm,Manganese_ppm,Copper_ppm,Budget_per_Acre_Rs
Tirupathur,26582,2098,808,Maize,1193,Alluvial,Wells,126,29,14,4774,Medium,18465,6.48,33,24,69,28.69,2.3,38,30,37,0.36,20.79,4.97,14.18,14.08,3.46,40000.0
Tiruppur,93060,1871,598,Sugarcane,824,Alluvial,Tanks,170,33,18,5470,Low,26805,6.2,43,48,42,13.22,3.1,22,39,23,1.8,30.87,2.99,12.41,12.0,1.14,65000.0
Tiruvannamalai,52662,4970,452,Groundnut,1280,Mixed,Canals,193,26,20,4384,Low,9503,5.58,48,20,74,33.87,3.86,40,18,20,0.79,15.92,0.69,47.48,4.75,2.25,35000.0
The Nilgiris,35906,4322,823,Maize,1248,Mixed,Canals,142,34,25,5082,High,32156,7.07,46,41,41,24.03,5.06,21,16,25,1.85,34.38,1.11,15.92,0.5,3.38,40000.0
Vellore,79829,7237,749,Maize,1067,Alluvial,Wells,196,35,20,5326,High,29210,7.43,12,20,38,21.92,4.96,27,20,36,1.68,29.49,4.63,11.07,4.99,3.06,40000.0
Viluppuram,37477,2022,1707,Cotton,1041,Mixed,Wells,184,33,16,4131,High,16256,6.97,13,30,35,13.04,5.21,35,26,11,0.44,18.57,5.68,34.43,9.75,4.73,55000.0
Virudhunagar,80901,5933,997,Sugarcane,1398,Alluvial,Tube Wells,107,25,16,4818,Low,26448,6.72,19,30,67,40.18,2.05,33,35,38,1.85,22.01,5.59,36.61,3.42,0.56,65000.0
Ariyalur,89616,1993,567,Sugarcane,1010,Mixed,Canals,130,32,13,4548,High,23179,7.35,38,24,34,40.66,2.17,30,33,24,1.37,15.65,1.22,19.15,8.72,3.94,65000.0
Chengalpattu,93259,8825,1369,Cotton,1110,Alluvial,Rain-fed,163,32,19,4496,High,27787,5.78,40,52,78,36.07,0.58,21,18,28,0.42,21.86,5.25,43.37,10.36,0.38,55000.0
Chennai,98047,2065,2128,Sugarcane,756,Black,Rain-fed,109,25,11,4317,High,15504,5.8,20,26,46,18.32,1.38,35,28,19,0.45,31.38,1.29,37.8,6.52,3.61,65000.0
Coimbatore,61588,5367,636,Tapioca,1347,Alluvial,Tube Wells,172,29,16,5378,Medium,13734,5.22,46,45,45,34.88,5.87,37,38,16,1.74,22.76,1.79,49.88,3.96,4.16,40000.0
Cuddalore,78008,1759,1031,Maize,1362,Black,Wells,178,31,19,4134,Low,27069,7.17,17,56,69,12.33,4.32,36,27,14,2.27,26.23,6.27,44.56,8.67,1.32,40000.0
Dharmapuri,86162,3851,2007,Maize,792,Red,Canals,189,25,17,4289,High,9957,5.18,10,55,75,11.29,1.32,57,12,37,0.49,19.29,1.14,27.44,3.72,3.24,40000.0
Dindigul,75933,4849,1214,Sugarcane,1074,Black,Wells,197,30,22,5426,Low,8323,7.87,43,24,30,38.71,3.45,43,13,13,1.54,11.94,3.03,16.4,6.07,1.61,65000.0
Erode,91810,2974,1364,Maize,1247,Red,Canals,104,31,23,4819,Low,27255,5.06,29,38,59,32.84,5.1,47,40,32,0.6,25.01,7.15,13.63,10.08,3.87,40000.0
Kallakurichi,78446,7799,1401,Sugarcane,1048,Laterite,Tube Wells,144,33,10,5267,Medium,21865,7.94,31,26,31,21.11,1.55,21,26,26,2.17,37.54,6.64,36.54,8.0,0.49,65000.0
Kanchipuram,40861,2609,1753,Cotton,782,Mixed,Tanks,109,35,19,5388,High,32857,4.91,12,34,53,11.34,0.89,51,31,17,2.29,7.05,1.1,13.58,14.31,0.17,55000.0
Karur,82216,7773,942,Groundnut,1170,Laterite,Tube Wells,153,35,18,4604,High,21817,4.96,39,39,74,26.36,5.28,24,19,11,1.24,10.67,6.11,32.13,7.47,1.39,35000.0
Krishnagiri,78991,6755,586,Cotton,1478,Alluvial,Wells,176,32,16,5486,High,25848,6.51,45,37,48,25.94,1.79,36,37,14,0.35,26.94,8.07,32.24,3.41,3.9,55000.0
Madurai,53972,7474,1714,Groundnut,1484,Black,Wells,194,31,14,4349,High,34041,6.46,34,50,60,39.04,0.92,53,35,18,1.08,14.1,7.65,17.58,9.27,0.32,35000.0
Mayiladuthurai,52406,6791,1514,Tapioca,996,Red,Tanks,178,26,19,5068,High,6287,6.96,11,44,72,16.0,2.52,50,23,15,2.06,12.17,4.99,37.29,9.03,0.85,40000.0
Nagapattinam,56347,4943,1193,Cotton,1363,Red,Tanks,110,26,10,5170,High,22491,6.29,28,23,45,39.79,1.75,45,21,22,1.81,24.97,6.83,2.47,13.17,1.05,55000.0
Kanyakumari,88327,4567,778,Paddy,907,Black,Tanks,170,27,10,5321,High,29082,4.72,25,57,56,38.89,0.91,42,13,31,1.94,34.08,9.12,49.09,0.78,1.65,45000.0
Namakkal,83517,8801,1159,Tapioca,880,Alluvial,Wells,161,29,23,5371,High,21154,8.16,33,36,33,23.74,5.1,23,14,18,0.76,11.41,3.69,10.61,0.67,4.35,40000.0
Perambalur,51358,4633,1181,Maize,1267,Black,Tube Wells,116,34,12,5365,Medium,24468,6.62,36,55,78,31.01,1.1,51,40,23,0.2,31.67,6.2,23.53,12.03,2.44,40000.0
Pudukkottai,55992,5174,1156,Cotton,740,Laterite,Rain-fed,134,26,21,5496,Low,27519,7.05,37,33,37,48.34,3.43,49,18,33,1.85,33.48,1.97,39.94,4.83,1.79,55000.0
Ramanathapuram,77654,8623,782,Groundnut,1093,Laterite,Tanks,192,27,24,4629,Low,25240,5.95,12,51,51,23.34,4.32,42,15,26,1.03,30.61,7.08,34.82,6.18,1.32,35000.0
Ranipet,30155,8928,1312,Sugarcane,1376,Alluvial,Canals,105,30,14,4834,Low,8214,6.9,31,48,61,36.29,2.59,29,13,35,1.69,19.77,3.93,5.81,10.38,4.92,65000.0
Salem,57450,4592,491,Sugarcane,895,Black,Wells,113,31,24,4609,Medium,29245,5.53,12,38,80,24.62,2.59,42,10,20,0.34,9.66,1.73,23.79,7.58,4.15,65000.0
Sivagangai,50735,4577,939,Cotton,1006,Laterite,Wells,104,35,22,4324,Low,25407,6.32,24,21,70,23.68,3.73,49,37,30,0.49,5.15,5.69,11.81,1.14,4.96,55000.0
Tenkasi,55614,2157,1300,Cotton,1412,Red,Tube Wells,163,30,15,4042,High,18355,5.58,25,28,67,17.21,1.17,29,22,39,1.01,9.22,5.79,5.58,10.84,3.9,55000.0
Thanjavur,64020,7092,1352,Tapioca,1099,Red,Tube Wells,164,27,24,4497,High,9833,5.42,38,57,37,18.01,1.95,34,33,31,1.31,21.89,6.85,9.6,6.74,3.78,40000.0
Theni,61904,6921,939,Cotton,809,Mixed,Tanks,128,28,20,4859,High,25954,5.96,27,28,35,37.07,1.17,24,17,20,2.4,19.19,8.76,4.24,4.0,4.66,55000.0
Thiruvallur,90798,8664,863,Sugarcane,1345,Black,Wells,183,32,13,5468,High,12867,5.36,37,54,51,47.66,4.69,44,24,33,2.42,37.09,9.03,42.39,2.26,4.26,65000.0
Thiruvarur,30561,5917,2114,Paddy,1405,Alluvial,Canals,144,28,18,4267,High,28735,7.59,47,45,32,27.19,4.18,33,27,13,0.94,31.82,2.35,18.92,6.17,1.95,45000.0
Thoothukudi,38136,2589,950,Cotton,1067,Red,Tanks,155,29,24,4754,Medium,15195,5.69,42,38,77,11.28,2.75,27,31,28,2.35,8.87,7.95,9.58,0.58,4.79,55000.0
Tiruchirappalli,39769,6853,1555,Sugarcane,1198,Red,Tube Wells,161,26,18,5479,High,34734,8.0,25,60,74,37.34,2.61,45,12,10,1.8,18.67,1.94,23.29,12.54,1.86,65000.0
Tirunelveli,50311,8547,526,Sugarcane,786,Laterite,Canals,138,30,16,5485,High,31891,7.43,23,35,36,46.62,0.63,21,25,14,2.03,39.06,1.9,31.1,0.76,1.85,65000.0
Tirupathur,70205,4348,709,Cotton,1347,Red,Tube Wells,200,35,24,5082,Low,28305,7.91,11,32,32,40.51,3.0,32,34,33,1.38,31.36,7.89,15.34,8.87,0.78,55000.0
Tiruppur,40028,2471,1940,Tapioca,1148,Black,Tanks,129,26,19,4882,Low,7773,5.68,35,21,34,44.47,4.8,51,32,11,1.55,8.17,7.28,42.41,11.64,2.59,40000.0
Tiruvannamalai,48043,2962,1826,Groundnut,1452,Black,Canals,102,32,15,4438,High,26561,7.83,40,29,55,11.47,1.01,52,10,19,0.19,33.89,6.28,32.42,13.61,2.83,35000.0
The Nilgiris,28418,5901,1766,Groundnut,894,Mixed,Tube Wells,107,32,14,4213,Medium,24686,7.88,38,47,75,28.66,3.26,24,19,12,1.96,35.18,2.62,34.43,5.87,4.71,35000.0
Vellore,74377,4719,598,Tapioca,843,Laterite,Wells,103,28,20,4634,Medium,23707,4.98,23,60,39,44.22,5.08,25,27,37,0.8,13.53,2.74,35.74,12.71,4.4,40000.0
Viluppuram,73424,5832,575,Maize,736,Black,Wells,199,29,10,4515,Medium,27370,6.82,11,42,56,32.82,1.18,23,32,34,1.63,39.87,9.53,13.81,7.91,1.86,40000.0
Virudhunagar,63369,2543,1768,Sugarcane,897,Black,Tanks,200,30,13,4168,High,17460,7.31,35,21,30,13.15,1.06,40,33,30,1.51,27.81,5.66,24.36,10.3,3.65,65000.0
Ariyalur,91121,7462,1104,Maize,725,Laterite,Canals,125,29,11,4946,Low,13639,8.42,40,56,31,12.4,3.69,48,40,38,0.51,34.29,4.67,20.94,10.92,2.19,40000.0
Chengalpattu,81069,3324,2055,Maize,1437,Laterite,Tube Wells,168,32,20,4083,Low,12228,6.34,17,57,62,19.82,4.9,21,17,12,2.37,17.7,6.32,28.8,4.71,1.98,40000.0
Chennai,74496,8338,1508,Groundnut,1307,Laterite,Tube Wells,177,30,25,4799,Low,11586,5.54,45,44,32,22.31,1.19,32,35,20,1.36,17.11,1.49,24.15,12.98,4.93,35000.0
Coimbatore,28161,1528,1247,Groundnut,944,Laterite,Wells,148,32,21,4597,Medium,23340,7.89,18,31,38,49.58,2.23,56,22,32,1.82,33.43,7.4,35.96,4.67,2.55,35000.0
Cuddalore,47110,7694,1949,Paddy,1200,Mixed,Tanks,187,29,14,5293,Medium,16102,6.91,21,27,55,36.63,5.71,59,18,19,0.42,5.16,2.34,30.28,2.84,2.67,45000.0
Dharmapuri,75069,1686,1607,Sugarcane,1098,Red,Canals,187,34,20,4798,High,31378,4.65,21,55,52,42.98,5.76,44,30,27,1.97,32.58,8.13,13.55,1.92,3.32,65000.0
Dindigul,71049,3944,865,Paddy,764,Alluvial,Wells,194,29,22,4320,High,12845,5.43,36,32,65,13.11,4.22,33,40,26,2.26,11.08,6.19,26.49,2.03,1.62,45000.0
Erode,96556,5292,1533,Tapioca,1253,Laterite,Wells,102,34,10,4726,High,34077,6.54,36,46,66,34.0,1.29,23,26,11,1.28,5.42,4.39,33.97,9.86,4.87,40000.0
Kallakurichi,22560,7017,524,Cotton,1358,Black,Rain-fed,170,25,23,4765,Low,9390,4.62,40,44,75,40.62,2.17,47,13,34,2.01,11.6,5.1,29.33,9.17,2.42,55000.0
Kanchipuram,95456,7390,2121,Paddy,1015,Alluvial,Wells,161,27,20,4595,High,28598,5.28,46,48,43,30.07,3.17,45,12,20,0.54,19.6,1.99,14.88,2.54,1.2,45000.0
Karur,69857,5960,1192,Cotton,1211,Mixed,Tube Wells,106,27,22,4086,Medium,14231,6.62,27,49,72,33.66,3.58,49,32,13,1.6,12.21,5.5,30.54,2.95,0.35,55000.0
Krishnagiri,82518,4974,2076,Maize,1246,Alluvial,Tanks,149,33,15,4382,High,20103,6.19,15,27,46,25.96,4.18,21,23,11,0.86,30.79,3.44,40.46,1.88,0.96,40000.0
Madurai,20772,5857,1470,Sugarcane,1160,Alluvial,Wells,198,29,20,4825,Medium,11116,8.0,49,58,59,22.57,1.66,20,33,29,0.74,22.16,7.51,43.04,14.67,1.83,65000.0
Mayiladuthurai,66105,4607,1257,Tapioca,716,Red,Rain-fed,148,25,11,4469,Medium,34129,4.77,11,44,51,13.21,0.85,42,20,17,2.29,18.08,3.03,48.44,2.02,2.09,40000.0
Nagapattinam,59139,8244,1496,Paddy,737,Red,Wells,189,28,19,5476,Low,16981,5.3,42,46,68,31.9,0.75,58,28,16,0.65,26.71,3.13,23.24,8.07,1.4,45000.0
Kanyakumari,71116,3381,1807,Sugarcane,1047,Laterite,Tube Wells,116,30,20,5383,High,26846,7.8,38,46,59,37.31,1.94,58,21,19,1.63,15.13,3.92,26.31,14.0,4.26,65000.0
Namakkal,74921,3527,2175,Tapioca,757,Black,Canals,155,34,11,4755,Low,6887,6.58,42,47,65,22.73,2.04,37,39,22,2.21,31.82,0.82,25.05,0.6,1.27,40000.0
Perambalur,90545,5273,1372,Maize,1045,Laterite,Canals,189,30,11,4696,Low,16949,6.9,42,24,43,18.6,1.59,45,21,34,0.56,23.23,7.0,25.9,11.29,2.28,40000.0
Pudukkottai,91582,4335,1572,Maize,1438,Alluvial,Canals,154,29,14,5113,Low,22420,5.23,37,20,44,48.47,0.88,58,33,21,1.99,33.01,9.02,27.84,12.72,2.6,40000.0
Ramanathapuram,99069,2770,882,Maize,743,Laterite,Tube Wells,170,29,25,5399,Medium,12728,8.25,31,28,50,41.5,1.07,45,36,33,1.82,5.07,2.83,46.13,2.13,0.77,40000.0
Ranipet,48906,3758,1375,Maize,1115,Alluvial,Tube Wells,117,27,12,4382,High,12369,6.55,23,40,48,21.07,5.69,45,27,17,1.35,15.43,7.7,6.01,7.56,1.4,40000.0
Salem,83993,3044,1012,Groundnut,821,Black,Tanks,114,34,12,4601,Low,13045,6.52,42,45,62,27.06,6.0,58,35,17,0.62,5.29,9.27,16.14,5.56,3.17,35000.0
Sivagangai,48760,8669,561,Groundnut,916,Mixed,Rain-fed,156,35,14,4392,Medium,13543,8.06,31,35,62,22.48,3.59,35,30,23,1.1,39.1,1.67,23.27,7.12,2.59,35000.0
Tenkasi,55774,7439,1208,Maize,1369,Alluvial,Canals,115,29,14,5493,Medium,11629,7.75,48,37,75,22.26,1.07,28,32,16,1.89,6.24,5.73,35.84,5.48,1.51,40000.0
Thanjavur,77125,7770,2148,Maize,1383,Mixed,Tube Wells,178,32,13,4047,Medium,31713,6.73,12,31,43,27.95,0.55,35,21,34,0.55,34.93,3.86,43.13,13.83,0.13,40000.0
Theni,83654,2424,1862,Paddy,1235,Red,Canals,147,32,15,5369,Medium,6138,5.91,34,22,52,46.93,5.91,33,28,17,2.08,10.58,7.0,9.94,11.27,4.11,45000.0
Thiruvallur,23804,1763,471,Sugarcane,1169,Laterite,Tanks,145,35,17,4173,High,31506,5.2,40,28,61,30.43,5.57,49,39,10,0.93,12.11,5.5,20.1,13.91,3.48,65000.0
Thiruvarur,70968,8131,1428,Paddy,1394,Laterite,Wells,124,29,12,4962,Low,27594,6.67,23,28,35,40.56,4.34,23,18,20,0.2,12.63,0.97,31.78,6.15,1.63,45000.0
Thoothukudi,64057,6908,1569,Maize,1249,Mixed,Rain-fed,143,27,21,4772,Low,12893,5.29,46,28,68,26.33,1.77,21,15,25,0.43,9.46,5.63,40.13,13.6,0.27,40000.0
Tiruchirappalli,72994,4934,1458,Tapioca,852,Red,Canals,155,27,21,4630,Low,7541,5.64,36,34,41,29.47,2.23,51,12,32,0.1,31.84,3.5,17.05,7.36,3.37,40000.0
Tirunelveli,41632,6537,2039,Groundnut,1458,Red,Wells,107,27,20,4842,Medium,7578,6.72,23,37,36,10.0,1.14,26,29,34,1.16,11.09,7.53,42.07,5.64,1.99,35000.0
Tirupathur,81261,7775,1570,Cotton,1293,Red,Wells,130,34,12,4573,High,28147,5.24,29,59,48,38.82,5.31,40,17,21,0.5,20.56,8.28,15.52,0.8,3.85,55000.0
Tiruppur,36728,8739,1787,Groundnut,938,Alluvial,Tanks,129,29,23,4595,Low,32343,7.24,20,57,66,39.32,4.18,53,25,32,0.72,35.27,9.45,37.7,6.32,2.46,35000.0
Tiruvannamalai,90008,8783,1670,Groundnut,773,Red,Tanks,111,31,20,5050,Medium,16987,5.75,42,54,55,26.46,2.2,20,28,19,2.25,39.54,7.63,25.33,13.34,2.19,35000.0
The Nilgiris,23534,1628,701,Tapioca,737,Mixed,Wells,175,29,12,5179,High,32798,4.99,49,22,60,36.85,2.98,21,34,16,1.6,12.25,7.6,5.57,9.89,4.56,40000.0
Vellore,71645,3471,646,Tapioca,1453,Mixed,Canals,101,35,25,5086,Medium,26904,7.27,42,24,66,44.34,3.26,57,16,24,2.39,32.78,3.71,26.66,10.1,3.28,40000.0
Viluppuram,97580,3188,1950,Groundnut,844,Black,Wells,129,28,22,5034,Low,22334,6.13,40,33,35,43.36,2.78,51,39,32,1.77,9.46,1.56,8.75,10.27,4.28,35000.0
Virudhunagar,93975,2051,1319,Cotton,1200,Laterite,Tube Wells,152,25,11,4046,High,21367,7.83,35,48,46,31.9,3.65,24,13,37,1.02,30.36,0.61,15.71,13.66,2.66,55000.0
Ariyalur,23552,2326,754,Maize,1369,Laterite,Rain-fed,195,28,23,4462,High,18292,5.35,11,47,54,15.89,2.01,37,16,11,2.21,32.55,5.53,14.67,9.6,2.99,40000.0
Chengalpattu,31003,6365,742,Maize,719,Black,Tube Wells,196,34,22,5496,Low,5917,5.81,30,55,45,34.56,0.76,23,34,10,1.7,34.37,1.53,35.81,4.61,3.28,40000.0
Chennai,76179,1775,833,Maize,1182,Mixed,Rain-fed,168,29,14,4223,Low,17250,5.41,50,34,75,39.61,6.0,55,37,28,1.02,7.83,5.84,2.38,3.35,1.07,40000.0
Coimbatore,37786,5157,2055,Tapioca,1333,Mixed,Tube Wells,172,27,12,4754,High,28552,7.75,30,46,62,38.48,2.63,46,23,36,2.0,24.49,6.6,40.67,9.26,3.26,40000.0
Cuddalore,80515,6397,794,Groundnut,746,Mixed,Tube Wells,105,34,16,4494,Medium,13751,7.64,11,51,56,24.75,1.05,32,16,27,2.1,29.17,8.95,29.21,6.75,4.29,35000.0
Dharmapuri,43819,7005,658,Sugarcane,948,Laterite,Tanks,101,25,24,5138,High,17117,4.7,50,42,70,23.72,4.13,35,39,38,0.62,10.29,8.33,8.46,6.66,1.88,65000.0
Dindigul,26590,7261,487,Tapioca,1418,Red,Canals,192,29,15,5428,High,33297,6.55,29,59,54,34.02,3.27,31,32,19,1.29,38.79,5.12,39.23,13.26,3.12,40000.0
Erode,54099,8645,1267,Sugarcane,1364,Laterite,Tanks,131,30,13,5025,Medium,20299,7.95,46,21,48,25.0,3.4,33,22,13,0.97,34.22,5.17,15.43,13.12,1.7,65000.0
Kallakurichi,69689,1898,560,Paddy,833,Black,Tube Wells,107,33,18,5062,Low,30505,5.92,18,26,73,31.07,0.88,39,20,22,0.96,23.9,9.68,39.76,8.59,1.47,45000.0
Kanchipuram,62906,3504,1799,Sugarcane,714,Red,Wells,109,33,17,4365,High,28847,7.24,18,50,45,34.75,1.59,33,28,34,0.7,29.04,2.91,13.93,11.5,0.97,65000.0
Karur,47742,7566,1291,Groundnut,876,Alluvial,Tube Wells,107,31,17,4564,High,17792,5.25,17,48,39,21.05,1.94,21,25,18,2.43,20.02,4.63,4.7,7.74,2.67,35000.0
Krishnagiri,79598,1862,813,Maize,1347,Alluvial,Wells,116,32,11,4679,Medium,27604,5.62,39,59,31,16.56,4.94,45,15,17,0.95,33.85,6.09,46.44,14.37,0.61,40000.0
Madurai,62840,4795,2084,Sugarcane,751,Mixed,Canals,156,34,10,5485,High,23471,6.03,13,24,43,19.31,4.7,41,25,24,0.11,29.62,4.74,22.27,0.65,1.04,65000.0
Mayiladuthurai,64236,5095,1684,Tapioca,1014,Red,Rain-fed,123,27,11,4274,High,27122,4.85,26,40,35,19.26,2.64,54,22,39,1.46,25.39,8.21,23.01,13.38,4.43,40000.0
Nagapattinam,69692,3419,702,Cotton,799,Laterite,Rain-fed,136,30,17,4953,Low,13800,6.42,45,29,61,39.2,2.23,51,24,24,0.57,22.7,7.43,46.31,4.23,3.27,55000.0
Kanyakumari,56471,5921,2108,Cotton,1167,Black,Tube Wells,105,35,25,5249,Medium,21363,7.47,37,60,74,32.97,1.19,38,23,11,1.43,39.47,9.57,15.97,14.56,1.52,55000.0
Namakkal,75255,3279,1618,Tapioca,1325,Mixed,Tube Wells,140,27,11,5427,High,15840,8.23,14,39,38,17.44,4.71,38,26,30,0.63,38.83,4.08,20.99,8.56,3.12,40000.0
Perambalur,53065,7679,928,Maize,874,Mixed,Rain-fed,144,34,11,4126,Medium,31085,6.87,44,37,72,26.91,3.02,54,25,30,1.7,28.15,8.39,40.42,7.55,3.11,40000.0
Pudukkottai,30735,8575,1054,Sugarcane,1305,Red,Tube Wells,177,33,17,5379,High,19861,6.09,35,45,56,21.43,4.14,53,25,14,1.46,24.68,7.97,17.26,13.4,4.25,65000.0
Ramanathapuram,81644,7857,1889,Tapioca,765,Black,Tube Wells,183,30,17,5409,High,18152,8.23,38,27,57,10.69,3.1,55,25,13,0.97,12.0,3.31,5.79,12.51,4.46,40000.0
Ranipet,22540,1962,2053,Groundnut,808,Alluvial,Canals,131,33,14,4696,Medium,24229,8.45,11,37,53,21.13,1.98,32,21,35,1.24,27.73,7.75,12.06,6.06,3.62,35000.0
Salem,90702,2647,537,Groundnut,816,Mixed,Tube Wells,137,30,14,4076,High,28334,5.4,36,38,39,29.25,0.8,59,28,24,0.6,28.26,2.8,12.03,10.27,0.5,35000.0
Sivagangai,26826,5627,578,Sugarcane,1209,Mixed,Wells,116,31,20,4593,High,34324,7.75,35,21,79,19.68,4.49,30,16,10,0.66,7.24,2.58,5.03,3.8,0.13,65000.0
Tenkasi,65870,3869,1194,Paddy,1309,Red,Canals,177,32,20,5406,Low,28611,5.05,23,59,63,31.4,0.65,35,21,36,1.18,8.6,3.35,5.81,7.57,0.63,45000.0
Thanjavur,49389,3418,1539,Paddy,1330,Mixed,Tanks,150,35,22,5308,Medium,31132,6.92,21,30,39,16.99,1.68,49,35,40,2.09,27.96,4.72,44.35,11.41,3.5,45000.0
Theni,28993,8182,1213,Cotton,925,Red,Tube Wells,161,27,22,4117,Low,13790,5.53,13,33,49,16.22,5.96,41,27,33,0.65,10.73,3.13,36.53,1.78,2.26,55000.0
Thiruvallur,25276,7492,1530,Maize,764,Black,Tube Wells,184,33,10,4596,High,28650,6.0,14,35,55,20.14,2.97,58,23,18,2.46,31.67,5.95,26.54,4.73,3.94,40000.0
Thiruvarur,24067,6219,1067,Cotton,907,Alluvial,Wells,115,32,19,4489,Medium,30299,7.68,35,42,64,24.18,1.92,20,12,24,1.57,21.33,9.75,19.73,2.57,1.54,55000.0
Thoothukudi,52411,4112,2154,Maize,1136,Alluvial,Canals,184,27,25,4419,Low,34539,5.55,20,24,51,18.65,3.95,56,16,11,2.47,32.83,2.39,23.26,14.48,4.11,40000.0
Tiruchirappalli,46130,6230,965,Maize,1045,Mixed,Rain-fed,109,32,10,4442,High,25831,8.12,46,49,46,13.53,3.87,51,36,13,2.23,6.05,5.06,12.81,12.98,1.96,40000.0
Tirunelveli,22671,6398,1464,Tapioca,1455,Mixed,Tube Wells,109,31,23,4427,Low,15993,4.71,10,39,67,25.54,5.83,31,34,36,0.76,37.87,8.99,44.01,7.3,4.17,40000.0
Tirupathur,39973,7828,1338,Maize,1394,Red,Canals,132,25,12,4727,Medium,11532,6.85,40,45,40,11.29,2.97,29,19,15,0.31,27.31,1.91,41.01,10.45,2.77,40000.0
Tiruppur,51266,7009,2188,Tapioca,1111,Black,Canals,169,35,11,4397,Low,16812,6.84,22,43,76,29.38,3.82,53,12,20,0.85,19.84,8.04,24.9,8.94,4.86,40000.0
Tiruvannamalai,36544,8204,425,Maize,1032,Red,Wells,126,26,16,5077,High,12861,4.62,47,47,61,28.04,1.76,40,25,32,0.92,18.76,9.35,35.33,6.85,4.34,40000.0
The Nilgiris,82070,4126,2010,Groundnut,823,Laterite,Wells,163,30,11,4527,Medium,19306,4.65,47,39,72,19.75,3.85,54,18,32,2.24,18.73,4.59,36.75,4.78,2.65,35000.0
Vellore,34993,3440,1834,Tapioca,1400,Mixed,Rain-fed,190,28,16,5202,Low,17147,4.69,21,28,38,32.07,4.39,29,29,37,1.94,30.2,8.98,36.36,3.66,3.06,40000.0
Viluppuram,93920,3972,1676,Sugarcane,1289,Alluvial,Tanks,194,29,17,4645,Medium,23491,6.88,42,44,48,43.52,2.66,43,12,29,1.74,26.58,5.27,49.38,13.02,2.25,65000.0
Virudhunagar,48569,8678,1603,Maize,1258,Alluvial,Tube Wells,145,28,25,5451,Medium,20472,5.86,49,23,30,20.13,5.83,55,28,15,1.19,21.81,6.35,35.27,5.77,4.97,40000.0
Ariyalur,80952,2673,1470,Sugarcane,840,Red,Tube Wells,128,28,10,4250,Low,33090,5.41,15,27,32,39.33,3.88,41,21,27,2.29,22.75,1.21,15.21,5.84,1.19,65000.0
Chengalpattu,53586,6908,2000,Maize,1029,Red,Tanks,156,27,21,4808,Medium,13875,4.57,46,55,32,30.01,0.99,37,17,38,1.0,27.75,0.5,11.15,0.72,2.14,40000.0
Chennai,68351,5770,1259,Tapioca,918,Mixed,Wells,191,29,12,5491,High,17878,8.12,44,44,74,16.71,4.99,42,34,31,1.63,10.54,2.58,45.45,8.62,3.87,40000.0
Coimbatore,41992,3310,630,Groundnut,1482,Red,Wells,138,34,21,4454,High,17670,7.83,20,35,77,28.21,2.72,40,36,36,2.25,38.31,3.26,23.65,1.24,2.4,35000.0
Cuddalore,99415,4887,1248,Groundnut,746,Alluvial,Canals,146,26,15,4289,Low,28859,7.24,41,51,73,44.59,2.15,27,27,35,0.16,16.42,5.72,21.91,2.6,4.99,35000.0
Dharmapuri,99593,3961,706,Sugarcane,1307,Alluvial,Rain-fed,199,35,22,4209,Low,24485,5.86,17,28,72,43.1,0.52,33,10,17,0.46,23.04,6.57,3.33,9.45,1.11,65000.0
Dindigul,35012,3754,703,Sugarcane,877,Alluvial,Wells,170,28,16,4184,Medium,30458,4.88,45,44,39,10.11,2.62,59,40,37,1.41,16.77,2.83,25.98,0.77,3.22,65000.0
Erode,41465,1999,1560,Cotton,1043,Laterite,Canals,137,30,14,4193,Medium,21475,4.84,19,33,31,23.09,1.73,27,27,16,0.14,11.74,9.88,13.19,6.68,3.9,55000.0
Kallakurichi,60768,6060,1604,Cotton,764,Red,Tanks,183,32,10,5456,High,17527,6.88,36,24,64,20.5,2.85,56,30,39,1.56,39.2,0.98,10.87,8.95,2.01,55000.0
Kanchipuram,34168,6346,1593,Paddy,823,Mixed,Canals,131,32,19,5228,High,31440,7.15,30,56,55,14.12,4.95,46,27,39,1.23,22.2,9.65,6.98,4.92,4.75,45000.0
Karur,95849,8706,1953,Cotton,980,Alluvial,Tanks,167,34,18,4931,High,7083,5.66,23,57,72,47.2,2.43,21,35,30,0.51,6.72,1.6,46.8,3.34,2.71,55000.0
Krishnagiri,23365,7522,605,Tapioca,844,Laterite,Tanks,134,35,21,5077,High,19119,5.65,24,42,33,39.85,5.67,33,19,36,1.45,11.06,3.25,49.91,5.07,1.14,40000.0
Madurai,60888,8967,616,Cotton,1475,Red,Tanks,140,25,22,4955,Low,11836,7.1,39,44,35,36.89,4.37,39,15,28,1.61,28.24,3.54,42.8,13.71,2.58,55000.0
