District,Crop_Production_Rate_Yearly,Crop_Production_Rate_Monthly,Crop_Production_Rate_Weekly,Major_Crops,Avg_Rainfall_mm,Soil_Type,Irrigation_Source,Fertilizer_Usage_kg_per_ha,Avg_Temperature_C,Mandi_Price_Rupees_per_kg,Water_Requirement_L_per_ha,Pest_Incidence,Farmer_Count,pH_Level,Phosphorus_kg_per_ha,Potassium_kg_per_ha,Nitrogen_kg_per_ha,Profit_Share_Percentage,Organic_Matter_Percentage,Sand_Percentage,Silt_Percentage,Clay_Percentage,Electrical_Conductivity_dS_per_m,Cation_Exchange_Capacity_meq_per_100g,Zinc_ppm,Iron_ppm,Manganese_ppm,Copper_ppm
Muktsar Sahib,94971,7925,1892,Sugarcane,411,Alluvial,Tube Wells,161,12,23,4968,Medium,30906,7.97,38,57,46,44.73,1.01,38,27,27,2.24,12.24,3.9,14.2,6.02,1.67
Pathankot,54784,8270,1478,Cotton,1080,Loam,Tube Wells,168,22,13,4684,Medium,25203,7.99,20,56,93,46.67,2.67,57,39,30,0.54,11.47,2.37,16.31,2.09,0.25
Patiala,42718,9979,843,Cotton,458,Sandy Loam,Canals,180,34,21,4465,Medium,9922,8.06,60,71,74,37.03,1.1,25,16,11,0.46,17.75,2.88,5.49,2.18,0.34
Rupnagar,112294,7623,1995,Cotton,1082,Clay,Tanks,197,18,21,5426,Medium,23147,8.69,41,54,99,25.87,2.22,61,39,31,0.79,22.88,1.02,9.99,2.66,0.85
Sahibzada Ajit Singh Nagar,33879,2605,541,Sugarcane,468,Alluvial,Tube Wells,200,15,23,4048,Medium,28225,8.33,28,56,100,18.9,1.66,64,31,18,1.84,23.69,3.08,12.77,5.63,0.58
Sangrur,35012,9200,1573,Cotton,780,Calcareous,Tube Wells,183,22,27,5451,Medium,8499,7.08,48,55,108,12.07,1.83,34,28,27,2.71,15.22,3.11,9.56,4.37,2.37
Shaheed Bhagat Singh Nagar,87246,5038,2423,Cotton,562,Sandy Loam,Rain-fed,202,21,28,5004,High,8107,7.07,40,58,74,47.21,2.33,55,14,25,0.26,28.78,5.43,5.96,6.52,1.75
Tarn Taran,38146,6218,521,Sugarcane,702,Calcareous,Rain-fed,129,32,31,4694,Low,22582,8.47,54,57,70,12.65,1.8,44,37,25,0.83,27.09,5.56,10.04,2.84,0.91
Amritsar,71312,3541,1483,Cotton,1068,Loam,Tanks,131,17,15,4348,High,24041,7.72,32,68,48,45.12,2.09,38,26,35,2.3,23.84,1.74,14.71,6.44,0.47
Barnala,54854,3102,2374,Wheat,509,Sandy Loam,Tube Wells,187,20,23,4225,High,10285,8.12,13,72,46,46.15,1.79,57,20,23,0.99,30.28,5.49,11.72,6.19,1.09
Bathinda,36549,4244,1907,Sugarcane,756,Clay,Canals,191,18,15,4038,Low,6553,7.5,60,61,52,43.47,2.6,44,25,26,1.36,29.63,5.04,16.13,1.82,1.73
Faridkot,116906,2641,733,Cotton,468,Sandy Loam,Rain-fed,177,12,16,5153,Medium,29175,8.32,52,49,88,51.71,0.67,52,41,12,0.91,31.37,4.46,4.92,4.0,0.89
Fatehgarh Sahib,68384,6139,729,Rice,569,Alluvial,Canals,224,13,24,5569,High,23855,8.23,37,62,106,52.88,1.25,42,25,15,0.43,12.02,3.93,8.61,5.24,1.18
Fazilka,54263,2271,585,Sugarcane,690,Alluvial,Tanks,171,13,33,5820,Medium,24692,8.66,53,45,53,54.66,1.55,64,31,33,1.19,18.22,4.07,9.59,4.27,0.63
Ferozepur,65156,6434,2122,Maize,668,Calcareous,Canals,179,17,24,4448,High,14039,8.35,47,39,49,13.84,1.9,26,29,38,1.37,20.23,0.87,4.15,5.92,2.16
Gurdaspur,118062,3701,1214,Maize,449,Clay,Tube Wells,221,34,22,5067,High,27766,7.36,28,31,40,28.88,2.73,51,44,23,0.47,31.22,4.77,14.94,5.0,0.93
Hoshiarpur,63412,7023,1423,Wheat,656,Sandy Loam,Canals,201,14,25,5551,Low,18790,8.61,21,55,50,19.09,1.39,48,24,25,1.76,27.32,3.05,6.58,6.62,0.41
Jalandhar,31328,7828,1566,Rice,1046,Alluvial,Tube Wells,127,37,15,4647,High,31119,8.59,56,31,58,15.79,2.34,48,26,40,2.64,15.87,2.17,12.83,3.39,2.46
Kapurthala,105661,4502,1889,Cotton,492,Calcareous,Tanks,155,15,26,4820,Low,14228,8.43,12,47,68,38.41,1.88,31,38,25,1.81,16.21,3.62,6.74,2.24,2.29
Ludhiana,99509,7462,1556,Cotton,1011,Loam,Canals,159,35,15,4556,High,10248,7.42,50,66,64,31.47,2.64,62,22,12,2.53,12.63,2.72,7.52,6.51,1.88
Malerkotla,68709,8469,2113,Cotton,431,Alluvial,Tanks,186,15,28,5856,Low,10595,8.56,12,25,54,46.64,2.65,35,25,32,2.01,26.76,3.22,16.31,2.18,1.68
Mansa,55721,6683,1415,Wheat,683,Clay,Tube Wells,249,35,28,5836,Low,18568,8.5,16,56,49,12.68,2.22,41,10,13,0.29,27.05,1.99,8.92,2.24,1.69
Moga,77780,2964,1339,Maize,726,Sandy Loam,Rain-fed,164,18,20,5884,Medium,7520,8.4,52,44,101,51.9,2.13,30,35,40,0.54,13.86,4.97,4.81,6.15,1.75
Muktsar Sahib,44952,2631,1078,Wheat,490,Calcareous,Tanks,130,32,34,4492,Low,24614,8.13,36,60,97,14.18,2.32,64,45,29,0.35,28.88,2.12,7.74,3.57,1.84
Pathankot,50879,2991,1398,Cotton,524,Clay,Tube Wells,125,40,31,5804,Low,4739,7.85,55,35,41,32.35,2.21,44,10,24,2.96,30.69,2.07,6.48,2.11,1.31
Patiala,75163,9418,2343,Wheat,900,Calcareous,Canals,249,23,13,4262,Medium,23089,8.18,55,40,65,52.8,1.71,56,42,33,1.69,26.51,0.87,16.47,2.8,0.3
Rupnagar,81018,4775,2007,Wheat,1038,Calcareous,Tanks,205,22,20,4188,Low,32662,8.45,26,54,85,36.6,2.67,45,35,36,1.08,15.06,4.27,10.29,4.92,0.57
Sahibzada Ajit Singh Nagar,48650,4780,2466,Rice,523,Loam,Rain-fed,161,36,27,5183,Low,13075,7.26,59,69,51,16.46,2.48,35,44,20,0.82,15.01,1.84,9.35,3.86,0.38
Sangrur,69984,8974,940,Maize,731,Loam,Canals,184,35,25,5834,Low,18482,8.19,30,34,49,18.41,2.29,31,33,39,2.06,19.34,4.76,4.51,6.61,1.04
Shaheed Bhagat Singh Nagar,99580,6758,1796,Cotton,1065,Alluvial,Canals,135,40,15,5839,High,5525,7.19,48,59,110,38.32,2.14,64,41,27,2.82,20.03,4.58,6.17,2.77,0.84
Tarn Taran,64128,3580,2412,Sugarcane,815,Sandy Loam,Rain-fed,222,25,12,5650,Low,25500,7.43,17,63,86,53.74,1.45,60,12,19,0.95,12.45,4.31,16.42,3.4,2.48
Amritsar,55967,9490,2389,Sugarcane,756,Alluvial,Tanks,188,28,33,5575,Low,17312,8.6,47,69,56,29.63,1.59,41,21,39,0.71,16.78,5.51,13.13,4.79,0.82
Barnala,89296,8018,1404,Cotton,502,Clay,Tanks,243,28,24,4606,High,9046,7.35,38,43,65,28.82,1.84,55,23,34,1.82,20.02,4.74,15.23,5.31,1.51
Bathinda,37307,9170,1749,Cotton,591,Calcareous,Tube Wells,235,16,22,4521,Medium,17596,8.55,50,68,110,24.07,2.14,43,21,24,2.46,14.78,4.81,15.04,1.13,1.28
Faridkot,33567,3980,1432,Rice,411,Sandy Loam,Tube Wells,226,30,12,5609,Low,15143,7.12,49,26,42,45.79,1.13,54,21,35,2.37,28.55,5.12,12.66,3.62,2.18
Fatehgarh Sahib,76523,4623,740,Cotton,578,Loam,Canals,205,13,20,5157,Medium,31084,7.35,23,38,88,27.97,1.87,34,33,31,0.44,21.42,4.72,10.5,1.02,2.07
Fazilka,60356,7841,1361,Rice,424,Alluvial,Tanks,221,40,16,5552,Medium,8907,7.17,20,36,81,29.78,1.5,62,14,21,1.16,10.84,3.24,13.28,1.95,1.58
Ferozepur,48499,3611,1934,Maize,891,Sandy Loam,Tanks,159,29,20,4609,Medium,24030,8.69,18,27,56,42.27,0.7,26,10,15,1.42,10.73,4.28,10.95,1.16,2.49
Gurdaspur,109726,8618,526,Wheat,879,Alluvial,Tanks,126,32,29,4832,High,12863,7.05,47,36,49,34.23,0.61,26,28,37,0.8,21.65,2.2,11.7,4.0,1.98
Hoshiarpur,40265,8154,1910,Sugarcane,373,Calcareous,Rain-fed,158,20,17,4743,Low,28949,7.24,33,53,96,34.75,2.17,33,13,11,0.38,20.33,2.14,14.91,4.37,1.97
Jalandhar,79753,7042,730,Sugarcane,753,Alluvial,Canals,245,24,34,4561,Low,11433,8.54,55,69,110,17.49,1.46,39,35,34,2.19,10.62,5.07,17.92,3.62,0.42
Kapurthala,32367,2987,1291,Rice,371,Calcareous,Tanks,139,34,31,5905,Low,21638,8.61,45,48,58,20.7,2.78,49,12,40,2.52,19.54,3.19,14.34,3.36,1.72
Ludhiana,77033,4350,1845,Sugarcane,1127,Loam,Tanks,128,40,21,5618,Low,12014,8.42,34,26,67,49.81,1.22,49,19,39,2.7,22.86,4.93,10.62,3.77,1.79
Malerkotla,71677,5891,1034,Maize,776,Clay,Tube Wells,207,12,26,4056,Medium,30611,7.04,44,73,109,45.3,1.68,47,44,39,2.35,21.33,1.09,7.43,3.81,0.97
Mansa,79186,8996,2023,Sugarcane,886,Alluvial,Canals,177,26,17,4782,Low,10094,8.46,41,53,95,35.44,2.52,29,21,14,2.15,28.42,3.81,6.48,3.19,0.48
Moga,62107,6918,1585,Sugarcane,444,Loam,Tanks,247,30,12,4219,High,32267,8.44,14,50,45,32.3,0.84,62,35,15,1.92,31.04,3.13,15.63,5.13,0.43
Muktsar Sahib,100558,9922,1709,Rice,739,Calcareous,Tanks,169,40,32,5876,Low,17044,7.71,49,28,52,34.26,1.76,58,38,37,0.38,10.94,5.07,10.06,3.35,0.21
Pathankot,50111,8171,1401,Rice,423,Alluvial,Canals,179,35,12,4514,Low,30393,7.71,52,39,55,24.0,2.41,36,13,39,0.87,22.59,4.55,14.98,6.08,0.87
Patiala,39707,2454,1767,Rice,447,Sandy Loam,Tube Wells,176,33,27,5884,High,8757,7.12,33,38,98,31.2,0.76,62,39,40,1.96,13.72,2.23,4.57,1.57,2.07
Rupnagar,32822,3799,1329,Cotton,1121,Sandy Loam,Rain-fed,167,37,25,4813,High,24209,8.63,20,65,86,22.08,1.83,32,20,21,0.26,26.02,4.43,5.68,2.94,2.13
Sahibzada Ajit Singh Nagar,33807,8795,883,Rice,1012,Alluvial,Tanks,133,14,20,4720,High,32502,8.16,20,43,57,37.45,2.56,37,26,27,1.26,23.6,1.5,14.45,4.94,1.17
Sangrur,53061,6311,1436,Cotton,906,Calcareous,Tanks,123,37,16,5278,Low,11300,7.65,51,39,97,37.02,2.42,48,20,18,1.52,31.8,5.62,4.55,3.71,2.42
Shaheed Bhagat Singh Nagar,57771,8602,528,Maize,452,Calcareous,Tube Wells,129,37,29,5463,Medium,6899,8.55,53,40,102,34.77,0.97,42,25,30,2.54,21.3,3.28,4.49,6.18,1.06
Tarn Taran,59113,2623,2360,Wheat,433,Alluvial,Rain-fed,229,32,31,4243,High,12902,7.93,15,34,100,36.73,1.02,59,13,29,0.56,25.4,2.81,17.67,3.1,2.12
Amritsar,75031,8768,2405,Maize,651,Calcareous,Canals,245,16,29,5742,Low,21425,7.36,32,60,75,24.8,2.04,56,24,38,0.24,14.19,5.61,14.33,1.21,1.98
Barnala,111360,9191,1277,Cotton,525,Sandy Loam,Canals,191,22,27,4015,High,23603,8.61,18,70,97,47.38,2.68,49,29,19,2.19,13.76,5.65,8.43,3.47,2.43
Bathinda,63543,6512,1036,Rice,373,Alluvial,Rain-fed,181,16,32,4489,Medium,6370,8.4,30,39,79,34.96,0.95,37,16,20,2.49,24.25,5.69,9.11,2.24,0.92
Faridkot,39235,3404,556,Cotton,921,Clay,Rain-fed,144,25,25,5688,High,30787,8.41,21,75,83,30.0,2.21,31,36,10,1.9,19.47,5.08,11.18,5.33,0.38
Fatehgarh Sahib,114542,2880,935,Rice,719,Calcareous,Canals,182,33,18,4992,Medium,30100,8.64,12,51,56,20.6,2.58,52,32,14,1.0,17.4,5.29,16.72,5.09,1.0
Fazilka,30097,5155,512,Maize,947,Alluvial,Canals,180,20,19,4408,Medium,19822,7.33,41,38,99,53.69,1.79,44,19,23,1.97,27.1,1.56,12.95,4.59,1.69
Ferozepur,86892,8983,1018,Wheat,1184,Sandy Loam,Rain-fed,216,23,26,5799,High,16258,8.36,19,73,74,20.56,1.5,40,27,37,2.18,29.55,2.75,10.38,1.24,0.68
Gurdaspur,44937,7836,1247,Sugarcane,761,Clay,Canals,194,37,16,4099,Low,26998,7.8,46,50,70,18.65,2.1,46,32,35,1.67,24.43,5.7,12.97,4.8,0.79
Hoshiarpur,116178,2566,977,Cotton,1175,Clay,Tanks,233,28,17,5559,High,10080,7.63,22,47,44,31.69,2.3,63,32,26,2.58,28.46,4.66,10.41,1.83,0.92
Jalandhar,87127,7685,862,Wheat,1093,Calcareous,Canals,225,26,32,4204,Low,12442,8.18,14,67,110,31.11,2.26,56,11,37,1.34,20.21,2.76,7.89,4.67,1.12
Kapurthala,40612,4200,2019,Cotton,550,Sandy Loam,Rain-fed,172,23,23,5706,High,22370,7.9,21,74,77,52.69,1.48,48,22,13,1.75,20.81,2.62,14.51,5.01,1.02
Ludhiana,78465,2961,2120,Cotton,563,Loam,Rain-fed,130,22,29,5118,Medium,22083,7.09,37,42,49,54.49,2.23,25,29,33,2.44,16.11,0.97,12.8,5.96,1.34
Malerkotla,95164,5646,2359,Sugarcane,506,Clay,Tanks,219,17,15,4628,Medium,22888,7.08,49,67,47,49.59,2.78,42,11,33,0.62,25.55,1.73,12.9,3.5,2.36
Mansa,85541,2437,2357,Wheat,1149,Alluvial,Rain-fed,221,40,20,4444,Medium,12282,7.43,59,72,71,33.2,1.27,30,36,34,2.73,31.4,5.7,9.59,5.4,0.94
Moga,103183,6586,2058,Rice,456,Clay,Rain-fed,153,37,20,4019,Low,31032,7.37,35,59,100,34.68,0.96,26,45,36,1.05,29.73,4.82,7.58,4.62,2.58
Muktsar Sahib,79262,3147,1373,Sugarcane,670,Loam,Canals,144,17,32,5251,Medium,31115,8.6,59,34,68,36.27,0.75,47,11,12,2.48,15.38,3.87,15.67,5.12,1.77
Pathankot,103297,5004,967,Cotton,361,Calcareous,Canals,247,23,34,5379,Medium,31337,7.22,28,32,43,49.35,1.24,29,40,24,1.46,16.52,4.21,17.94,4.24,2.0
Patiala,114491,8620,2324,Maize,954,Calcareous,Tanks,129,37,15,4458,High,8696,8.42,26,51,99,38.25,1.28,50,37,40,0.56,18.48,4.68,14.96,4.36,0.29
Rupnagar,64448,5372,1619,Wheat,720,Sandy Loam,Tanks,125,29,17,4716,High,28887,7.47,49,27,72,42.86,1.56,57,15,30,1.57,29.38,5.66,8.35,4.17,1.68
Sahibzada Ajit Singh Nagar,72871,2407,1652,Cotton,479,Sandy Loam,Tanks,240,34,24,5377,Medium,24946,7.02,31,33,89,32.7,0.67,61,42,20,0.98,28.74,5.16,7.91,6.68,0.99
Sangrur,75203,6131,1722,Sugarcane,918,Clay,Rain-fed,241,26,29,5217,High,9162,7.92,29,45,65,51.42,2.44,60,45,37,0.42,28.36,2.49,8.24,1.95,0.88
Shaheed Bhagat Singh Nagar,45294,2887,2442,Cotton,602,Alluvial,Tube Wells,124,25,22,4642,High,20371,7.55,40,57,43,39.64,2.44,44,26,32,0.5,25.45,5.26,10.82,3.76,1.95
Tarn Taran,65818,4653,507,Sugarcane,595,Alluvial,Canals,195,37,24,4581,Medium,30479,7.72,26,49,85,44.82,2.02,44,30,30,2.47,14.02,4.34,13.64,3.56,1.98
Amritsar,99621,2981,1481,Maize,1017,Loam,Rain-fed,183,31,12,4798,Low,31481,7.09,57,36,67,19.58,2.06,32,11,18,2.45,29.02,4.36,17.74,6.2,1.34
Barnala,61912,8944,1116,Maize,907,Calcareous,Rain-fed,176,26,35,4849,Medium,19714,7.84,43,60,88,35.44,2.25,46,11,26,1.42,14.09,1.75,9.89,2.87,2.48
Bathinda,38444,2603,2267,Wheat,852,Sandy Loam,Tanks,174,17,25,4310,High,13597,8.26,18,71,101,41.97,1.85,30,33,39,1.72,27.16,0.92,17.98,3.1,2.41
Faridkot,34355,5990,1823,Rice,986,Loam,Tanks,232,28,16,5590,Medium,21516,7.98,49,47,75,44.55,2.31,33,16,24,0.29,30.1,1.46,7.31,3.1,2.44
Fatehgarh Sahib,58797,3048,2325,Wheat,366,Alluvial,Canals,135,31,31,5860,High,32462,8.27,38,73,73,34.53,2.01,53,11,19,0.39,27.87,3.98,14.21,3.14,2.42
Fazilka,65004,8901,2145,Cotton,561,Loam,Tanks,242,37,16,4853,High,19626,7.58,23,37,96,52.1,0.68,42,36,40,1.99,26.01,4.78,7.94,5.4,0.88
Ferozepur,72737,8785,745,Sugarcane,605,Clay,Canals,125,17,17,5769,Low,17121,7.73,19,35,79,43.44,2.55,40,29,24,0.81,24.31,4.67,17.53,4.72,1.15
Gurdaspur,111385,6183,2340,Maize,1132,Clay,Tanks,180,20,18,5275,Medium,14867,8.06,59,72,75,33.42,0.88,64,36,19,0.84,16.41,3.04,11.07,6.18,2.26
Hoshiarpur,43430,4142,1580,Cotton,522,Calcareous,Tube Wells,187,12,23,4023,Low,26127,7.83,51,38,100,17.49,1.41,41,34,36,2.9,14.03,1.75,16.78,6.08,0.23
Jalandhar,65518,8872,2076,Wheat,1135,Sandy Loam,Tube Wells,125,37,35,4017,Low,24098,8.29,24,70,94,54.48,2.65,42,19,36,2.92,29.2,0.96,12.5,4.54,2.42
Kapurthala,70214,7735,901,Maize,907,Loam,Rain-fed,156,31,22,5631,Low,11259,7.53,32,57,108,53.14,2.41,30,22,30,0.46,15.89,1.97,10.16,6.95,1.95
Ludhiana,111441,4009,948,Maize,484,Clay,Tube Wells,182,34,21,5021,Medium,11999,7.96,48,43,74,29.3,2.45,45,35,38,0.2,21.52,5.4,14.59,4.43,1.98
Malerkotla,111902,9080,2126,Sugarcane,396,Alluvial,Tanks,154,19,14,4136,Low,11352,8.45,37,75,87,45.39,1.46,42,35,24,1.41,11.68,1.68,9.91,2.34,1.67
Mansa,61864,5044,1535,Wheat,827,Clay,Tanks,181,20,23,5915,High,8326,8.62,53,65,79,36.02,0.96,65,23,19,1.92,17.12,3.41,7.89,1.57,2.47
Moga,57871,3739,1810,Cotton,850,Sandy Loam,Tube Wells,153,28,27,5329,Medium,18293,8.4,14,52,103,27.54,1.19,42,28,35,1.08,15.09,2.47,14.54,6.3,2.02
Muktsar Sahib,87968,3456,1960,Maize,959,Clay,Tube Wells,247,33,32,5714,High,6130,7.25,26,49,101,22.2,1.95,51,12,34,0.32,30.26,4.39,12.71,3.09,1.99
Pathankot,117183,6671,1098,Rice,609,Alluvial,Tanks,210,38,26,4246,High,21624,8.51,29,44,46,22.46,2.19,50,33,30,2.65,17.52,4.0,14.63,1.98,1.8
Patiala,88288,9482,2398,Wheat,1011,Sandy Loam,Tanks,205,18,13,5153,Low,29763,7.17,43,29,69,26.83,0.95,64,21,35,2.55,25.59,1.73,13.54,1.04,1.23
Rupnagar,98419,2287,1851,Rice,869,Sandy Loam,Tanks,172,33,15,4105,Low,5435,8.01,25,46,61,46.73,2.65,27,38,40,0.29,17.0,5.43,6.24,3.55,1.61
Sahibzada Ajit Singh Nagar,32209,4622,2055,Maize,817,Alluvial,Canals,192,19,25,5177,High,15648,8.07,16,73,101,25.06,1.67,65,15,38,0.54,22.57,3.91,6.51,2.43,0.55
Sangrur,108895,6463,2491,Rice,1182,Sandy Loam,Tanks,194,25,24,4124,Medium,15704,7.47,13,60,45,38.67,0.64,34,45,36,1.66,13.02,3.74,5.94,1.57,0.29
Shaheed Bhagat Singh Nagar,64330,4047,2051,Rice,417,Loam,Canals,201,36,31,4519,Low,8701,7.74,35,44,87,49.69,2.16,31,25,35,1.11,23.53,2.66,12.63,4.96,0.98
Tarn Taran,40175,3644,1032,Rice,534,Sandy Loam,Tube Wells,122,28,12,5543,Low,21141,7.21,53,67,64,53.57,0.68,51,40,31,0.9,13.65,0.9,13.0,4.42,1.08
Amritsar,80256,7959,2269,Sugarcane,448,Loam,Tube Wells,229,23,32,4818,Medium,10332,8.69,57,55,78,41.51,2.21,63,18,13,2.37,30.19,4.33,12.55,4.09,1.68
Barnala,45984,9315,2397,Maize,539,Loam,Canals,149,23,22,4290,Low,27113,7.2,12,67,104,39.98,2.61,59,10,10,1.2,10.51,2.1,17.79,3.29,0.41
Bathinda,32320,7406,847,Rice,1072,Sandy Loam,Rain-fed,212,20,16,4649,High,29813,7.66,16,27,61,12.04,1.59,57,10,14,0.73,26.32,3.98,14.32,6.78,0.32
Faridkot,67001,6157,2138,Maize,469,Clay,Tanks,180,19,34,5690,Medium,15687,8.59,60,51,80,18.32,1.65,29,33,35,0.28,30.12,0.95,4.04,6.55,1.45
Fatehgarh Sahib,94773,9208,1071,Wheat,959,Calcareous,Canals,231,19,22,5542,High,23857,8.54,40,25,90,26.61,0.67,52,18,15,1.29,25.44,4.83,9.35,1.23,1.1
Fazilka,87876,7283,865,Cotton,1063,Loam,Tanks,230,27,18,4883,Low,23091,8.59,44,36,65,21.1,2.05,48,34,39,0.18,30.9,2.36,4.93,5.66,1.97
Ferozepur,85812,6061,1203,Sugarcane,727,Loam,Tanks,247,14,30,5395,High,8571,7.72,16,34,45,42.49,2.52,47,32,15,1.97,24.83,4.61,6.65,5.23,1.62
Gurdaspur,72060,6346,2185,Sugarcane,975,Calcareous,Tanks,169,35,21,4991,Medium,13269,7.22,18,40,49,53.11,2.19,58,11,32,1.46,12.03,1.46,9.01,6.06,1.06
Hoshiarpur,96801,7623,2263,Rice,412,Calcareous,Rain-fed,239,17,27,5598,Medium,18510,8.29,53,33,110,46.92,0.79,50,35,14,0.87,26.81,5.43,12.89,3.95,0.91
Jalandhar,60825,9736,806,Rice,912,Sandy Loam,Tanks,229,26,18,4014,High,31841,7.87,32,47,105,13.78,1.73,32,34,30,2.3,22.09,0.92,11.06,2.11,0.99
Kapurthala,109294,2416,2014,Sugarcane,605,Clay,Canals,229,33,25,4500,High,7354,8.49,53,62,86,35.0,0.84,53,35,11,1.28,28.15,3.4,11.27,1.48,2.17
Ludhiana,100069,7505,1868,Sugarcane,705,Calcareous,Rain-fed,166,33,18,4409,High,7564,7.78,28,47,109,39.95,1.74,49,20,22,1.37,17.92,4.13,10.48,1.81,2.55
Malerkotla,43872,8875,1851,Rice,1066,Clay,Tube Wells,130,27,28,4792,Medium,21548,7.4,25,47,51,53.62,0.77,48,22,30,2.66,16.0,1.55,15.43,5.59,1.36
Mansa,67556,7450,529,Rice,1148,Loam,Tube Wells,174,23,14,5574,High,30581,7.52,49,30,64,17.51,0.97,52,42,36,2.94,13.89,3.27,9.83,3.54,1.2
Moga,82215,3187,851,Cotton,395,Clay,Canals,233,31,12,5354,Low,24951,7.53,51,60,59,29.5,1.71,38,27,34,1.34,16.71,3.85,14.89,1.28,2.34
Muktsar Sahib,57317,6852,1745,Maize,458,Calcareous,Tube Wells,148,22,34,5852,Low,27902,8.27,42,44,74,50.11,1.06,59,40,22,1.94,29.36,1.12,17.76,1.21,0.91
Pathankot,38928,8908,1557,Rice,1195,Clay,Tube Wells,206,15,22,5902,Medium,10464,7.18,47,34,90,46.91,1.09,38,28,16,1.75,22.09,0.85,7.72,6.47,1.06
Patiala,107467,5056,1616,Rice,1146,Sandy Loam,Rain-fed,208,12,20,4298,Low,30833,7.73,46,48,57,33.12,2.39,46,16,39,2.1,21.92,1.08,6.91,1.77,1.22
Rupnagar,66671,6768,2474,Cotton,1031,Sandy Loam,Tanks,133,15,34,4828,Medium,24921,8.0,39,48,95,32.83,1.12,56,29,15,1.23,18.0,5.26,14.85,2.83,0.28
Sahibzada Ajit Singh Nagar,89476,3877,1179,Cotton,424,Clay,Rain-fed,166,22,30,5920,High,6813,8.29,34,27,58,15.5,2.53,59,25,22,0.6,15.15,5.11,16.2,1.99,1.37
Sangrur,94236,9501,1359,Sugarcane,401,Alluvial,Tube Wells,224,13,30,4565,Medium,28669,7.04,15,62,52,46.42,1.25,29,39,37,2.74,27.36,2.09,9.44,6.02,1.68
Shaheed Bhagat Singh Nagar,74366,8407,2119,Sugarcane,975,Loam,Rain-fed,178,12,15,4752,High,27075,8.37,55,52,79,21.92,1.36,45,23,38,2.2,11.07,4.33,9.42,3.13,1.73
Tarn Taran,108034,8399,1934,Wheat,808,Clay,Rain-fed,175,38,25,5330,High,30382,7.1,57,74,61,20.89,0.89,63,19,37,0.3,23.26,5.59,14.92,2.2,2.03
Amritsar,41156,3810,1993,Wheat,406,Loam,Tanks,246,19,35,5536,Medium,21084,7.43,38,75,46,51.02,1.72,25,37,29,2.81,13.33,4.94,7.12,1.5,1.84
Barnala,32600,5028,1121,Wheat,447,Clay,Tanks,154,25,25,4377,Low,32041,8.5,15,37,93,45.31,2.44,54,12,22,2.14,29.77,3.72,16.54,6.45,0.61
Bathinda,36233,5600,2157,Rice,996,Clay,Canals,208,32,21,4279,Medium,26472,8.47,59,63,44,13.65,2.36,31,39,22,0.18,14.69,3.74,4.58,1.98,2.37
Faridkot,103807,5738,1046,Maize,652,Sandy Loam,Tanks,146,39,24,4480,Medium,26215,8.41,31,69,69,38.19,2.55,39,30,39,0.4,23.99,5.67,11.97,5.5,1.94
Fatehgarh Sahib,40959,9274,605,Rice,1082,Alluvial,Canals,139,28,21,5662,High,31282,7.5,46,75,78,13.78,0.83,42,39,32,1.17,26.08,1.2,11.75,3.57,1.41
Fazilka,113131,8044,1564,Cotton,882,Sandy Loam,Canals,146,12,13,4774,High,14830,7.74,33,69,103,26.91,2.79,51,12,38,0.2,19.79,1.81,13.53,2.48,1.28
Ferozepur,47000,8291,2333,Sugarcane,352,Calcareous,Canals,145,25,34,5467,Low,13437,8.59,48,29,91,12.16,1.77,47,24,25,2.15,14.6,4.12,5.3,4.92,0.84
Gurdaspur,83742,3743,654,Rice,1015,Loam,Rain-fed,171,24,13,5926,Medium,10139,8.55,49,56,80,50.73,1.55,33,34,22,2.02,14.91,5.2,16.33,6.01,2.01
Hoshiarpur,55214,3122,1698,Wheat,482,Calcareous,Canals,176,22,26,4405,High,9244,8.11,38,34,82,24.92,1.71,55,12,10,0.67,19.12,4.82,8.14,1.55,2.43
Jalandhar,85491,2230,819,Cotton,650,Loam,Rain-fed,227,27,24,4306,Low,31906,7.87,57,62,76,33.47,1.76,48,19,25,0.91,27.48,3.07,7.62,2.64,1.9
Kapurthala,116902,6421,1300,Maize,585,Calcareous,Canals,145,23,14,4546,Low,19834,7.86,36,41,78,42.6,1.8,43,25,38,2.4,16.03,1.08,12.93,3.04,2.3
Ludhiana,116203,5235,1294,Rice,813,Loam,Rain-fed,171,31,34,5783,Low,30363,7.16,39,28,47,53.56,0.73,65,11,11,2.68,21.62,4.66,5.3,4.47,2.25
Malerkotla,106849,2941,1584,Cotton,381,Clay,Tanks,222,15,17,4403,Low,16207,8.37,18,66,73,34.05,1.05,41,32,12,2.41,14.37,4.5,16.62,2.47,1.93
Mansa,105855,4940,2029,Rice,1063,Loam,Tube Wells,132,32,24,5380,Medium,16302,8.24,51,60,65,14.87,2.76,40,16,20,1.55,18.89,2.11,10.79,4.2,1.59
Moga,32321,8961,2460,Wheat,432,Loam,Tanks,138,20,33,4841,High,18229,7.83,53,67,107,48.42,2.69,54,16,14,2.77,28.81,2.45,6.25,1.14,1.83
Muktsar Sahib,32567,9265,684,Sugarcane,575,Calcareous,Tube Wells,129,17,20,4720,High,9476,7.79,17,48,99,22.03,0.79,57,10,28,2.82,19.14,2.42,8.36,5.0,0.7
